,negatif,neutre,positif,verbatim
1390,0,0.0,1.0,"Emilie a ete tres competente et gentille! Elle a resolu le probleme qui me derange depuis longtemps, la conversation avec elle a ete tres agreable! Grand merci!"
1391,0,0.0,1.0,Reponse claire et rapide.
1392,0,0.0,1.0,la clarte des reponse apporte
1393,1,0.0,0.0,on n a pas fini la conversation et ca a coupe !
1394,0,1.0,0.0,"Conseiller efficace, mais delais d attente beaucoup trop longs (3 semaines pour ouvrir un compte ???)"
1395,1,0.0,0.0,Le conseiller a manque de repondre a ma demande
1396,0,0.0,1.0,tres bien
1397,1,0.0,0.0,Aucune solution proposee
1398,0,0.0,1.0,Informations tres claire. Delai de reponse un PETIT peu long.
1399,0,0.0,1.0,"Reponse rapide, claire, efficace"
1400,0,1.0,0.0,Reponse simple;attente 5 mn
1401,0,1.0,0.0,Aide apportee par Maxime.
1402,0,1.0,0.0,le conseiller n est meme pas en mesure de donner le motif d un refus d ouverture de compte. Decevant
1403,0,1.0,0.0,l operation conseillee ne fonctionne pas
1404,0,0.0,1.0,informations rapides et tres efficaces
1405,1,0.0,0.0,"Conversation stoppee au milieu, temps d ecriture du conseiller tres lent et pas de resolution du pb.... + pas d historique pour pouvoir redonner directement tous les elements au prochin chat 
Honteux pour une banque en ligne!!!!!"
1406,0,0.0,1.0,"simple, rapide, et efficace (si l action menee ensuite est effective)"
1407,1,0.0,0.0,je posai une question et la conversation s est coupe 
1408,1,0.0,0.0,Dialogue de sourd. Le conseiller n a pas compris ce dont j avais besoin. Je vais a la concurrence.
1409,1,0.0,0.0,Nicolas etait annonce et ne m a pas repondu 
1410,0,1.0,0.0,Le conseiller a ete clair mais le temps administratif (1 mois pour encaisser 2 cheques pour mes enfants) me semble trop long 
1411,1,0.0,0.0,"Une honte car vous n etes jamais disponibles, ni par chat conseiller, ni par telephone. "
1412,1,0.0,0.0,"incompetence, antipathique"
1413,0,0.0,1.0,Excellent 
1414,0,1.0,0.0,reponse expeditive 
1415,0,1.0,0.0,Echange avec le conseiller tres bien ! mais ca aurait ete mieux de recevoir la bonne carte brancaire prevue au debut de mes demarches avec vous sans passer par un conseiller...
1416,0,0.0,1.0,"peut etre envisage pour l avenir Merci
"
1417,0,1.0,0.0,"j ai du poser ma question plusieurs fois. Quant a ma derniere demande, on n y a pas repondu, la conversation a meme ete arretee !"
1418,0,0.0,1.0,"A titre indicatif, les reponses m ont entierement satisfaits."
1419,1,0.0,0.0,pas eu la reponse a ma question
1420,0,0.0,1.0,"au contraire , tres satisfait mais a gauche il y a ecrit satisfait et a droite non satisfait alors 1 veut dire  tres satisfait  ou  pas satisfait  ? alors j ai dis   3  , au milieu .... "
1421,0,1.0,0.0,"Je n ai pas eu de reponse par chat, on m a propose de poursuivre la conversation par telephone mais cela ne m arrangeait pas. J ai poursuivi par chat comme je l avait choisi mais on ne m a plus repondu ensuite."
1422,0,1.0,0.0,ce chat est satisfaisant mais le delai d attente est un long
1423,0,1.0,0.0,Pas satisfait.mon interlocuteur Yousra ne connait pas la demarche demandee 
1424,0,0.0,1.0,Precision des reponses
1425,0,0.0,1.0,Echange rapide et efficace
1426,0,0.0,1.0,RAS
1427,0,0.0,1.0,echange tres concluant 
1428,0,0.0,1.0,Merci a Emilie. ;)
1429,0,0.0,1.0,Les reponses sont claires
1430,0,0.0,1.0,Reponse rapide 
1431,1,0.0,0.0,Pas de reponse et a coupe court a la conversation. Delai d attente d ouverture extremement long... 1 mois toujours rien...
1432,1,0.0,0.0,Le conseiller ne me repondait pas ! je parlais toute seule
1433,0,1.0,0.0,Mon probleme a ete resolu
1434,1,0.0,0.0,Je n ai pas eu de reponse a mon attente. La satisfaction du client n est pas prise en compte
1435,0,1.0,0.0,"un peu complique les migrations bnp hello bank, le personel est mi competent bnp et mi competent hello bank...
"
1436,1,0.0,0.0,Personne n a repondu
1437,0,0.0,1.0,reponse claire et rapide.
1438,1,0.0,0.0,Pas de reaction du conseiller et mauvais renseignement j ai du appeler le service telephone qui a su me repondre rapidement et en moins de 2 minute .... 
1439,0,0.0,1.0,"Il a ete clair, meme si finalement BForBank ne repond pas a mes besoins (visa infinite) "
1440,1,0.0,0.0,Attendu 7 min une reponse qui n ai jamais venue 
1441,1,0.0,0.0,pas de reponse
1442,0,0.0,1.0,Reponses precises
1443,1,0.0,0.0,pas de reponse du conseille.
1444,0,0.0,1.0,rapide/concis/efficace
1445,1,0.0,0.0,Je n ai pas eu la reponse a mon probleme. Je ne peux pas completer mon dossier d ouverture de compte donc j envisage de le faire dans un autre banque en ligne s s il n aboutit pas.
1446,0,0.0,1.0,reponse precise et  rapide 
1447,0,0.0,1.0,"Radoine est au top, merci beaucoup a toi pour ta reactivite"
1448,0,0.0,1.0,Bref et efficace 
1449,0,0.0,1.0,c etait rapide et efficace 
1450,1,0.0,0.0,"le chat a ete couper avant d avoir repondue a ma question
"
1451,0,1.0,0.0,Aucune reponse a ma demande initiale
1452,0,0.0,1.0,solution trouver au probleme
1453,1,0.0,0.0,chat interrompu
1454,0,0.0,1.0,reponses rapides et precises
1455,0,1.0,0.0,un conseil pratico pratique qui n etait nulle part sur votre communication. merci au conseiller !!
1456,0,0.0,1.0,Enfin une reponse sur le statut de mon dossier !
1457,0,1.0,0.0,bien explique
1458,0,1.0,0.0,"Reponse rapide, j espere maintenant que ma demande a bien ete transmise au service concerne"
1459,0,1.0,0.0,Car pas vraiment aider 
1460,1,0.0,0.0,Sympa de clore la discussion alors que je n ai eu aucune reponse :/
1461,0,0.0,1.0,tres bien
1462,1,0.0,0.0,Le transfert de mes comptes de BNP vers HelloBank n est pas accepte parce que nous n avons qu un seul mobile pour mon epouse et moi. C est deplorable car nous avons confiance en notre conjoint.
1463,0,1.0,0.0,le personnel manque d information pour repondre aux futurs clients. Les temps de traitement sont abusivement longs et ne sont pas signes de bons usages pour la suite
1464,1,0.0,0.0,la conversation c est terminee avant que jaille pu lire..
1465,0,1.0,0.0,Nous avons ete coupes avant de pouvoir finir...
1466,1,0.0,0.0,j ai pas eu de repons
1467,1,0.0,0.0,"je n ai pas obtenu la reponse voulue, la conversation c est terminee a mon insu"
1468,0,0.0,1.0,enfin un conseiller hellobank performant et a l?ecoute. ca change.
1469,0,0.0,1.0,"Le conseiller Julien a ete tres agreable , tres serviable, efficace et tres a l ecoute. Il faut avoir des conseillers comme lui qui donnent envie de s informer et d echanger."
1470,0,0.0,1.0,Rapidite et precision des informations ressues.
1471,1,0.0,0.0,"Pas de probleme concernant la qualite du chat. 
Mais service client et service hello bank completement desinteresse. Heureusement que mon compte n a pas encore ete ouvert chez vous...."
1472,0,1.0,0.0,J ai apprecier la rapidite et la simplicite de l echange avec le conseiller
1473,1,0.0,0.0,"je demande un virement depuis 2 jours , la messagerie securisee ne fonctionne pas et on me renvoie de droite a gauche"
1474,1,0.0,0.0,.... premiere fois et derniere que j utilise cette outil. Plus de 5 mins d attente .... avais l impression de parler tout seul. 
1475,0,0.0,1.0,Merci pour votre assistance.
1476,0,0.0,1.0,Tres rapide
1477,0,0.0,1.0,J ai obtenu les reponses aux questions que je me posais.
1478,1,0.0,0.0,nul
1479,0,0.0,1.0,Besoin de l adresse de domiciliation (notamment l arrondissement) pour mon employeur.
1480,1,0.0,0.0,je n ai pas eu le temps de demander que le chat a ete coupe 
1481,0,0.0,1.0,"La conseillere (Julie) a repondu a ma question de maniere claire, rapide, et les echanges etaient tres chaleureux et avec  de l humour. :)"
1482,0,0.0,1.0,reponses rapides
1483,0,0.0,1.0,Echange tres satisfaisant et efficace 
1484,1,0.0,0.0,Je n ai pas eu ma reponse la conversation a ete termine alors que j attendais la reponse du conseiller ... Je ne suis PAS du tout satisfait !!!
1485,0,1.0,0.0,pas de reponse pour l instant . En attente de rappel 
1486,0,0.0,1.0,"La rapidite et la reactivite, la solution apportee a mon probleme est tres satisfaisante."
1487,1,0.0,0.0,aucune solution apportee a mon probleme 
1488,0,0.0,1.0,La conseillere m a tres bien guidee pour m aider a resoudre mon probleme de premier virement et j ai recu un excellent accueil. J ai toujours un accueil agreable et competent a chaque appel telephonique. 
1489,0,0.0,1.0,rapide et efficace
1490,1,0.0,0.0,Pernne n a repondu apres 3 minutes d attente...
1491,1,0.0,0.0,DEMANDE D AJOUT D ASSURANCE
1492,0,0.0,1.0,"Clair, simple et precis"
1493,0,1.0,0.0,tres satisfaisant.
1494,1,0.0,0.0,"Question posee, aucune reponse au bout de 3 minutes"
1495,0,1.0,0.0,Conseiller aimable qui prend le temps de repondre a mes questions. Pas le cas des autres conseillers 
1496,0,0.0,1.0,Emilie est adorable !
1497,1,0.0,0.0,au bout de 3 minutes la conversation est stoppee donc pas reponse
1498,1,0.0,0.0,Peut etre que je me suis trompe dans les manipulations de l ordinateur mais la conversation n etait pas termine du tout
1499,0,1.0,0.0,"Echange satisfaisant mais je n ai pas pu signer en ligne, beug visiblement ... "
1500,1,0.0,0.0,"J ai essaye de chatter 2 fois, je n ai jamais eu un conseil qui soit la pour repondre!! tres insatisfait"
1501,0,1.0,0.0,"rapide, a repondu a toute mes questions clairement et simplement, le plafond pour la classic bas  

les moins vous ne faite pas le terceo, le droit de decouvert payant,"
1502,1,0.0,0.0,Pas de reponse a ma question 
1503,0,1.0,0.0,prise en charge rapide de modification
1504,1,0.0,0.0,pas de reponse au bout de 25 minutes
1505,0,1.0,0.0,le temps d attente 
1506,0,1.0,0.0,Peut-etre essayer de mieux cerner la demande client des le depart en demandant des precisions au client pour etre sur d avoir bien compris si ce n est pas le cas avant de s aventurer plus loin.
1507,0,0.0,1.0,Le conseiller a bien repondu a mes questions
1508,1,0.0,0.0,La conversation s est coupee alors que je n ai pas eu de reponse
1509,1,0.0,0.0,Problemes de comprehension
1510,0,1.0,0.0,Les reponses sont tres minimales.
1511,0,0.0,1.0,J ai eu une reponse rapide a ma demande
1512,0,0.0,1.0,Tout a fait satisfait
1513,0,0.0,1.0,Je n ai pas la certitude que ma requete aboutira
1514,0,1.0,0.0,Je trouve que le delai de 21 jours pour l ouverture d un compte joint en etant deja client est tres long.
1515,0,1.0,0.0,Impossible d envoyer les pieces jointes demandees par un conseiller. Pas de solution de secours si ce n est attendre...
1516,0,0.0,1.0,"J ai demande un renseignement via le tchat Hello Bank pour mon collegue un conseiller m a repondu immediatement. Je suis tres satisfait malgre que ma demande de compte chez Hello Bank qui n a jamais
 abouti."
1517,1,0.0,0.0,conversation terminee alors que je n ai pas eu la reponse
1518,1,0.0,0.0,Pas resoudre le probleme
1519,1,0.0,0.0,Je n ai pas eu de reponse a ma question le chat a ete ferme ! 
1520,0,1.0,0.0,Ne fais rien pour arranger les choses. A part me dire c est la procedure. Procedure je veux bien mais il doit bien y avoir un responsable juste pour passer un coup de telephone et c est fini
1521,0,0.0,1.0,Il est cool Andre !
1522,0,1.0,0.0,le conseiller ne m a pas repondu quand a l avancement de mon dossier d ouverture de compte ? Pres d un mois tout de meme d attente ? et pas de suite a me donner ?
1523,0,0.0,1.0,Reponse aux questions posees 
1524,0,1.0,0.0,Apres 1 mois d attente sans infos sur l ouverture de mon compte et une semaine sans reponse au mail envoye le chat devrait permettre de debloquer la situation en moins de 72H.
1525,0,0.0,1.0,Echange clair rapide et aimable.
1526,0,0.0,1.0,J ai obtenu la reponse a ma question
1527,0,0.0,1.0,Merci pour la disponibilite et la precision des reponses
1528,1,0.0,0.0,"Le dossier no 93382465657 est non traite a ce jour, alors que tous les documents sont envoyes.
Je vous remercie de traiter la demande dans les meilleurs delais"
1529,0,0.0,1.0,tres satisfaite merci
1530,0,1.0,0.0,La reponse a ete claire et precise.
1531,0,0.0,1.0,Rapidite des reponses
1532,0,0.0,1.0,aucun soucis
1533,0,0.0,1.0,Reponses completes et rapides
1534,1,0.0,0.0,Un bonjour c est gratuit.
1535,1,0.0,0.0,"Bonjour.
J ai um mesage comme quoi le document d attestation de l hebergeur est non conforme. Je n ai pas ete guide de quoi faire ou de quels documents vous avez besoin ..."
1536,0,1.0,0.0,echange efficace et sympathique et tres pro
1537,0,0.0,1.0,Personne tres agreable
1538,1,0.0,0.0,raccroche au nez 
1539,0,0.0,1.0,Merci
1540,0,0.0,1.0," Mickael  Tres cordial et professionnel, de bon conseil."
1541,0,1.0,0.0,"LAura n osait pas me dire non... mais c est parfois mieux :-) Elle tres bien repondu et etait poli mais nous avons tous 2 perdu du temps avant de recevoir une reponse negative.
Merci "
1542,0,0.0,1.0,Conseillere tres competente qui n a pas hesite a m appeler pour mieux me conseiller. Je suis tres satisfaite de son service.
1543,0,0.0,1.0,Merci de votre aide.
1544,0,1.0,0.0,je n ai pas eu les reponses a mes dernieres questions... mais ... cela ne devrait pas tarder j imagine. Cordialement Lydie Briancon
1545,0,1.0,0.0,"aucune information de donnee, traitement  generique  de ma demande qui pourrait aussi bien etre fait par une boite vocale, et flou total quant a la creation de mon dossier depuis 1 mois."
1546,0,1.0,0.0,"j attend un message de correction de l erreur de transfert de compte. 
Le chat a ete satisfaisant et j?espere que ma demande sera prise en compte rapidement."
1547,1,0.0,0.0,"Il doit y avoir eu un probleme de comprehension entre nous. J ai pose une question, le chat c est ouvert sans reponse et je n ai pas vu la zone ou ecrire les messages (pas de signalisation de cette cartouche)"
1548,0,0.0,1.0,J ai eu les informations dont j avais besoin rapidement.
1549,0,0.0,1.0,cela a permis de m eclairer sur plusieurs points 
1550,1,0.0,0.0,"le chat fut termine par le conseiller , sans prevenance , une question est reste en suspens"
1551,1,0.0,0.0,Je n ai pas eu de reponse... attente de 30 min.
1552,0,0.0,1.0,Simplicite et rapidite des demarche... parfait.
1553,0,0.0,1.0,"Cet echange m a satisfait car j ai trouve que mon interlocuteur etait courtois, accueillant et professionnel."
1554,0,0.0,1.0,Merci pour votre aide.
1555,0,1.0,0.0,On me demande d attendre 2 heures pour un chat que me voila deconnecter et on me demande un avis sur un echange qui n a pas eu lieu..
1556,0,0.0,1.0,Rapidite et precision de la reponse.
1557,1,0.0,0.0,"le chat s est arrete d un coup !!! Alors que le dernier message de votre conseiller etait  veuillez patienter un instant. . Ridicule. Merci de me recontacter immediatement (07 69 32 00 93)
"
1558,0,0.0,1.0,Les reponses apportees sont claires et nets . 
1559,0,0.0,1.0,L interlocutrice a ete tres agreable et force de proposition suite a mes differentes demandes.
1560,0,1.0,0.0,"il faut revoir les commentaires sur ce site :
http://monsieurbanques.lesmonsieurs.com/avis-52-hello-bank"
1561,1,0.0,0.0,Apparemment vos conseillers ne disposent pas des informations leur permettant de repondre efficacement a leur client
1562,0,0.0,1.0,Une conseillere au top :)
1563,0,0.0,1.0,Merci impeK
1564,0,1.0,0.0,rapidite pour trouver le site recherche
1565,0,1.0,0.0,le temps de reponse du conseiller pendant la conversation est trop long.
1566,0,0.0,1.0,C etait tres clair et efficace
1567,0,0.0,1.0,reponses simples et precises
1568,0,0.0,1.0,Echange precis et rapide
1569,0,0.0,1.0,"J ai decouvert qu il etait possible de realiser des virements de montants importants vers des beneficiaires externes et tout ca de l application, tres pratique et rapide"
1570,1,0.0,0.0,pas de vrai reponse a mon dernier message
1571,1,0.0,0.0,"Je n ai meme pas eu l occasion de terminer ma conversation, le conseille m a envoye un message vague et a quitte le dialogue alors que je n avais pas termine de poser mes questions !"
1572,1,0.0,0.0,"une perte de temps pour moi, n a aucune solution"
1573,0,0.0,1.0,Reponse rapide et precise
1574,0,0.0,1.0,rapide et concis
1575,0,1.0,0.0,J ai pas trouve mes reponses
1576,1,0.0,0.0,La reponse n est pas du tout adapte. Il n y a aucune solution proposee
1577,0,1.0,0.0,Attente longue et pas de reponse satisfaisante
1578,0,1.0,0.0,Desolant ! Je fais valoir mon droit de retractation par RAR ce jour
1579,0,0.0,1.0,"Efficace rapide et convivial , pour un premier contact avec Tommy"
1580,0,0.0,1.0,Merci pour votre aide
1581,0,1.0,0.0,"ma question etait simple
"
1582,0,0.0,1.0,Conseillere rapide et efficace. Proposition commerciale d un contrat d assurance vie adaptee.
1583,1,0.0,0.0,Je n ai pas eu de reponse a ma question...
1584,1,0.0,0.0,A complete waste of my time!!
1585,0,0.0,1.0,Reponse rapide 
1586,0,1.0,0.0,merci pour les infos
1587,0,0.0,1.0,reponse en direct
1588,0,1.0,0.0,Merci a Laura
1589,0,0.0,1.0,Conseillere patiente
1590,1,0.0,0.0,"je me suis absente 5min et le chat s est ferme, je n ai meme pas pu voir l eventuelle reponse de l operateur :/"
1591,0,0.0,1.0,"Echange par chat nettement plus satisfaisant que par mail... j ai envoye deux mails restes tous les deux sans reponse. Le chat permet d avoir un conseiller immediatement, et le mien etait tres bien."
1592,0,1.0,0.0,Qualite et coherence des informations delivrees !
1593,0,1.0,0.0,Rapide et simple.
1594,0,0.0,1.0,Information immediate et claire.
1595,0,1.0,0.0,trop long a repondre.
1596,1,0.0,0.0,tout
1597,0,1.0,0.0,Je n ai pas recu la reponse a ma question : beneficierai-je de la prime pour creation de compte (de 80euros) + mobilite bancaire (40euros) !
1598,0,1.0,0.0,Merci ! 
1599,0,0.0,1.0,"Tres satisfait, rapide."
1600,0,1.0,0.0,"il me semble que le conseiller n a pas lu ma problematique, et d ailleurs ne semblait pas tres concerne."
1601,1,0.0,0.0,Merci de repondre rapidement et de ne pas fermer la conversation
1602,0,1.0,0.0,Efficace mais les echanges sont un peu longs ... ca ne vaut pas un coup de fil !!
1603,0,0.0,1.0,"Clement m a tres bien repondu.
Merci a lui"
1604,0,1.0,0.0,"S est termine alors que j etais en train d ecrire. Avant cela, mes questions ont trouve des reponses."
1605,0,1.0,0.0,Ouverture de compte beaucoup trop longue.....depuis janvier toujours pas de carte et de chequiers recus.....
1606,0,0.0,1.0,Tres bien
1607,0,0.0,1.0,"echange facile, conseiller reactive et acceuil geniale, reponse a toute les problematiques "
1608,1,0.0,0.0,"au niveau relation et chercher des solutions, j ai vu mieux"
1609,0,1.0,0.0,Impossible de traiter ma demande d inscription. SMS de confirmation pour signer mon dossier electronique jamais recu
1610,1,0.0,0.0,PAS DE R2PONSE
1611,1,0.0,0.0,"Aucune reponse 
"
1612,0,0.0,1.0,Reponses claires et rapides.
1613,1,0.0,0.0,Le conversation est finie sans me donner aucune solution???
1614,1,0.0,0.0,pas de reponse et fin de conversation initiee par le  conseiller  donc toujours le meme probleme ! pas merci
1615,1,0.0,0.0,personne ne m a repondu je galere depuis 2h suite a ma souscription en ligne ... pour un service simple et rapide cela laisse a desirer ...
1616,0,1.0,0.0,Les reponse etaient claire.
1617,0,0.0,1.0,reponse rapide
1618,1,0.0,0.0,toujours la meme reponse mais rien n avance!
1619,0,0.0,1.0,Reponse claires et tres rapide. Merci
1620,1,0.0,0.0,Pas de reponse
1621,0,0.0,1.0,Prise en charge rapide et reponses claires
1622,0,0.0,1.0,Reponse rapide et claire
1623,0,1.0,0.0,"Le probleme est le delai trop important pour ouvrir un compte-joint, un mois d attente c est trop!"
1624,1,0.0,0.0,Je n ai pas eu acces a la reponse a ma question
1625,0,1.0,0.0,personne competente mais le placement de service un peu trop marketing a mon gout!
1626,0,1.0,0.0,Cette fois-ci le conseiller a semble-t-il investi un peu plus de temps et de reflexion. J ai eu reponse a ma question
1627,0,0.0,1.0,le conseiller m a rassurer mais je n ai pas eu de date ou d etat d avancement de mon dossier
1628,0,0.0,1.0,hello bank ne respecte pas les delais promis a ces clienteles
1629,1,0.0,0.0,46835723813 contactez moi par mail car apres plusieurs demandes je n ai aucun retour et je vais finir par aller voir une autre banque
1630,1,0.0,0.0,jamais eu de reponse... comme souvent...
1631,0,1.0,0.0,Le chat a ete deconnecte pendant que le conseiller cherchait de l information.
1632,0,0.0,1.0,bonnes reponses
1633,0,0.0,1.0,Reponse rapide et claire 
1634,0,1.0,0.0,dommage que je doive a chaque pb en venir au contact ! et que le  suivi de dossier  ne soit pas actualise .... 15/02 il dit dans 10j vos identifiants et nous sommes le 8/03 !
1635,0,0.0,1.0,le delai d application du plafond de virement a 15 000 euros avec la cle digitale est trop important
1636,1,0.0,0.0,ca coupe tout seul alors que j attends la reponse
1637,0,0.0,1.0,"Malheureusement pas de solution trouvee, donc je vais devoir prendre contact avec mon conseille Societe general pour voir d ou vient le probleme que je rencontre.
Toutefois, personne agreable au tchat."
1638,0,1.0,0.0,Je n ai pas vu le restant de la conversation avec le conseiller
1639,1,0.0,0.0,"j attendais la reponse du conseille et j ai ete deconnecte.
Peut-on me rappeler
Merci"
1640,0,0.0,1.0,efficace
1641,1,0.0,0.0,"Je n ai pas eu de reponse a ma question, et la personne avec qui je viens de parler me fait passer pour une menteuse. Sensation tres desagreable."
1642,0,0.0,1.0,Parfait j ai eu toutes les reponses a mes questions et bon dialogue 
1643,0,0.0,1.0,rapide et precis
1644,0,0.0,1.0,Reponse clair et rapide
1645,1,0.0,0.0,pas competence
1646,0,0.0,1.0,j ai mes reponses
1647,0,0.0,1.0,disponibilite 
1648,1,0.0,0.0,CE TCHAT NE FONCTIONNE PAS
1649,1,0.0,0.0,personne ne m a repondu
1650,0,0.0,1.0,"Je suis tres satisfait de la reponse qui m a ete donnee, j espere que les actes suivront..."
1651,0,0.0,1.0,bonne prise en main du probleme par votre conseiller
1652,1,0.0,0.0,"La fenetre de discussion s est ferme 20 seconde apres, je n ai pas pu echanger avec un conseiller"
1653,0,1.0,0.0,echange qui a permis de boucler le dossier
1654,0,0.0,1.0,Le conseiller etait sympa. Merci Charles.
1655,0,1.0,0.0,Reponse un peu vague.    Je n ai pas d explication quand a la gestion tres lente de mes dossiers
1656,1,0.0,0.0,Le gestion d ouverture de compte est tres mal faite. Pas d information et des delais a rallonge. Je ne vais pas vous faire de pub.
1657,0,1.0,0.0,"Le chat conseille est reactif sur les questions-reponses contrairement aux actions de Hello Bank (ouverture du compte). Par contre, a chaque fois, la reponse du conseiller est :  je relance le service en charge. Ca manque d argument concret. "
1658,0,1.0,0.0,La conseillere a bien repondu a mes demandes!
1659,0,0.0,1.0,reponse parfaite a ma question
1660,0,1.0,0.0,J attendais une reponse de delai concernant l envoi de nos moyens de paiement = reponse : impossible de donner un delai
1661,0,0.0,1.0,Conseiller maitrisant totalement ses reponses et a l ecoute
1662,0,0.0,1.0,Les reponses sont rapides et claires.
1663,0,0.0,1.0,parfais reponse rapide et simple 
1664,0,0.0,1.0,Merci pour votre assistance.
1665,0,1.0,0.0,ce n est pas tres clair infos contradictoires
1666,0,0.0,1.0,Reponse tres rapide et probleme resolu !
1667,0,0.0,1.0,Tres bien.
1668,0,0.0,1.0,Le conseiller a repondu a toute mes interrogations avec precision et clarte.
1669,0,0.0,1.0,j ai obtenu des reponses precises a mes questions ; et la modification d une adresse mail a ete faite immediatement
1670,1,0.0,0.0,conversation couper au bout de huit minutes sans resultat.le conseiller etait en train de verifier notre dossier
1671,0,0.0,1.0,rapide
1672,0,1.0,0.0,"Globalement je suis tres satisfait du service, mais la conversation a ete coupee violemment, ce qui n est pas tres agreable... D habitude ca se passe toujours bien avec les conseillers, peut-etre s agit-il d une erreur de manipulation ?
Cordialement
"
1673,0,0.0,1.0,C etait rapide et clair.
1674,1,0.0,0.0,je n ai pas la reponse demandee et je reste sec avec une communication interrompue sans aucune forme que ce soit. merci 
1675,0,0.0,1.0,la conseillere a repondu a toutes les questions qui me preoccupaient en vue du transfert de mon compte bnp
1676,0,1.0,0.0,"Je n ai pas eu de reponse a ma derniere question, je ne sais pas ce que je dois finalement envoyer pour terminer mon dossier. "
1677,0,0.0,1.0,Rapide et exacte.
1678,0,1.0,0.0,J ai eu une reponse claire a ma question.
1679,1,0.0,0.0,pas eu de reponse a mes questions complementaires. le conseiller ferme la conversation sans raison apparente
1680,0,1.0,0.0,TEST MOA emilien
1681,1,0.0,0.0,perdre un client pour 4.50eur... minable...
1682,1,0.0,0.0,Trop d attente... De plus je n ai pas eu la reponse a toutes mes questions. Je devrai recontacter un conseiller...
1683,0,0.0,1.0,Une reponse claire et rapide a ma question ! Merci 
1684,1,0.0,0.0,aucune reponse 
1685,0,0.0,1.0,merci
1686,0,0.0,1.0,"Bon contact, semble avoir repondu a mes demandes"
1687,1,0.0,0.0,"ma question est restee sans reponse, pour une nouvelle cliente, cela me laisse un gout amer"
1688,0,0.0,1.0,J ai eu tous les renseignements que je souhaitais avoir rapidement et clairement 
1689,1,0.0,0.0,Je n ai pas eu de reponse et la conversation a ete coupee a 17h30...
1690,0,0.0,1.0,reponse claire et rapide
1691,0,0.0,1.0,anais a totalement repondu a mes attentes
1692,1,0.0,0.0,"Pas de re^ponse du conseiller
"
1693,0,1.0,0.0,"C est bien pcq Sebastien m a informe qu il manquait un document. C est le seul a m en avoir informe, alors que depuis deux mois et demi, vos autres conseillers ne m en informaient pas. Merci Sebastien."
1694,1,0.0,0.0,Je n ai pas eu le temps de repondre...
1695,1,0.0,0.0,pas eu de reponse ...
1696,0,0.0,1.0,"Reponses claires, rapides, avec une vraie volonte d aider de la part des deux conseillers."
1697,0,1.0,0.0,test MOA 
1698,1,0.0,0.0,"je n ai pas eu de reponse a ma question
"
1699,0,1.0,0.0,C etait bien et efficace.
1700,1,0.0,0.0,coupure au milieu de conversations.....
1701,0,0.0,1.0,c est tres pratique de pouvoir echanger par tchat
1702,0,1.0,0.0,peu competent et pas du tout interesse par ce que je lui disais
1703,1,0.0,0.0,Pas de reponse du conseiller
1704,0,0.0,1.0,"Tres satisfaite. A part sur la fin, je ne savais pas que la conversation etait finie, et on ne peut relire la conversation apssee"
1705,1,0.0,0.0,"Gros probleme de connexion, pas de reponse sur mon dernier chat, je vais reessayer plus tard si personne ne me recontacte pour laisser une chance mais je pense ne pas finaliser ma demande d ouverture de compte... dommage!"
1706,1,0.0,0.0,Aucun contact!!
1707,1,0.0,0.0,naze
1708,0,1.0,0.0,"1 mois et demi depuis mon inscription et toujours pas acces aux services bancaires, ce n est pas tres serieux"
1709,0,0.0,1.0,Reponses precises et personnelles a toutes mes interrogations. Je suis pret a vous rejoindre.
1710,0,0.0,1.0,Chat reussi avec Estelle. Je renouvellerai l utilisation de ce mode de discussion. 
1711,0,0.0,1.0,Satisfaction 
1712,0,1.0,0.0,Conseiller efficace et attentif aux demandes.
1713,0,0.0,1.0,"Rapide, clair, precis"
1714,0,0.0,1.0,"faudrait un conseiller propre a chaque personne 
"
1715,1,0.0,0.0,Je n ai pas eu de reponse a mes questions
1716,0,0.0,1.0,Rapide et efficace 
1717,0,0.0,1.0,"J avais un doute, tout est rentre dans l ordre, merci."
1718,0,0.0,1.0,Ouverture compte
1719,1,0.0,0.0,Pas de reponse du conseiller
1720,0,1.0,0.0,"le conseiller ne peut apporter aucune info, a part me demander de patienter...Dans les banques traditionnelle on ouvre un compte courant en 30 minutes..."
1721,0,1.0,0.0,"Laeticia a ete bien plus a l ecoute que 2 autres conseillers auparavant, et est aussi la seule m ayant demande mon numero de dossier... 
Cordialement,"
1722,1,0.0,0.0,pas de reponse a ma demande de mail pour confirmer l annulation de l ouverture d un compte.
1723,0,1.0,0.0,Echange correct ! Merci
1724,0,1.0,0.0,Attendons !! depuis janvier...
1725,1,0.0,0.0,Je n ai pas eu de reponse a la question pour faire opposition a un prelevement 
1726,0,1.0,0.0,rapide et precis
1727,1,0.0,0.0,On ne m a pas repondu
1728,1,0.0,0.0,"Personne ne repond !
"
1729,0,0.0,1.0,Reactivite et reponses satisfaisantes
1730,0,1.0,0.0,Je n ai pas fini ce que j avais a dire que la conversation a ete termine ...
1731,0,1.0,0.0,Il a coupe alors que je voulais poser une derniere question...
1732,0,0.0,1.0,"Rapide facile et efficace 
"
1733,1,0.0,0.0,Le conseiller n est pas aimable et pas assez clair dans ses reponses
1734,0,1.0,0.0,Probleme d ouverture de compte toujours pas resolu (ca fait presque 2 mois que la demande initiale a ete faite)
1735,0,1.0,0.0,Rapidite de mise en relation avec le conseiller
1736,0,1.0,0.0,petit bug du chat lors de la reception des reponses du conseiller
