,l1,l2,l3,phrase
521,1,0.0,0.0,Je n ai pas eu de reponse a mon probleme. 
522,0,0.0,1.0,Super
523,1,0.0,0.0,"aucune reponse de l equipe, mepris total du client "
527,0,0.0,1.0,"Merci pour tout, les documents manquants seront rerexpedies par vos soins."
528,0,0.0,1.0,La conseillere a fait preuve d initiative en allant au dela des procedures habituelles. J ai beneficie d une vraie assistance et de qualite de surcroit.
529,0,1.0,0.0,fin de conversation un peu rapide. Je n ai pas eu le temps de voir la reponse a ma derniere question.
530,0,1.0,0.0,"Je ne suis pas satisfaite car ma mutuelle d entreprise etant deduite de mon salaire, a 20? pres je ne peux pas ouvrir de compte alors que je gagne bien plus que 1000?"
532,1,0.0,0.0,"Aucune reponse par chatterie

"
535,0,1.0,0.0,"Delai d attente, "
536,0,0.0,1.0,Ras Reponses obtenues
537,0,1.0,0.0,reponse rapide du chat conseiller mais pas d infos sur le delai de finalisation.
541,0,0.0,1.0,rapide et efficace
542,0,1.0,0.0,Plus rapide que d appeler au telephone. En plus le fait que ce soit ecrit permet les copie / colle donc pratique.
543,1,0.0,0.0,Relance a une question restee sans reponse 11 mn plus tard. Deconnecte
544,0,0.0,1.0,Reponse claire et directe
545,0,0.0,1.0,Tres satisfait de la precision des reponses
546,1,0.0,0.0,j ai pose une question et n ai meme pas eu le temps de lire la reponse que la CHAT s est termine
547,0,0.0,1.0,bonne creativite de la conseillere
548,0,1.0,0.0,"Je dois etre rappele, j attends ..."
549,1,0.0,0.0,Je n ai pas eu le temps de lire la reponse du conseiller!!!
550,0,1.0,0.0,La reponse apportee est une alternative a mon probleme mais n explique pas le bug de la non prise en compte de mon ouverture de compte (dossier 11388530254)
552,0,1.0,0.0,Merci pour ce temps accorde. Cela a repondu a la quasi totalite de ma demande
553,1,0.0,0.0,le conseiller ne m a jamais repondu...
554,0,0.0,1.0,prise en compte et resolution du probleme tres rapide
555,0,0.0,1.0,Reponse adequate
556,0,1.0,0.0,Les reponses obtenues correspondent au besoin que j avais.
558,1,0.0,0.0,"j ai demande un chat, attendu 5 minutes, et je n ai eu personne en ligne"
559,0,0.0,1.0,Tres a l ecoute et propose des solutions 
561,0,0.0,1.0,Merci gilles ! 
563,1,0.0,0.0,Je n ai jamais eu de reponse et ai ete coupe!
564,0,0.0,1.0,tres tres bien
565,0,1.0,0.0,la reponse s est effacee trop vite
567,1,0.0,0.0,"l ouverture prends trop de temps, jamais de reponse precise a mes demandes, ca commence a faire beaucoup"
568,1,0.0,0.0,Pas eu de reponse du conseiller
569,0,1.0,0.0,"pas de reponse clair apportee, ni de solution proposee, chat inutile"
571,0,0.0,1.0,simple et comprehensible
572,0,0.0,1.0,Clair et rapide
573,0,1.0,0.0,moyen
574,1,0.0,0.0,j aimerai quelon me reponde et quon ne coupe pas la conversation 
575,1,0.0,0.0,c est du n importe quoi 
576,0,0.0,1.0,Convivial et humain !
577,0,0.0,1.0,Merci Sabrina ! 
579,1,0.0,0.0,"Multiples demandes et chat interrompu de facon intempestive
"
580,1,0.0,0.0,"aucune reponse productives
"
583,0,1.0,0.0,continuez ainsi c est parfait !
584,0,0.0,1.0,"J ai enfin obtenu une reponse d une conseillere logique, comprehensive et competente....apres une semaine a me debattre avec les mails, les conseillers et des infos differentes a chaque fois."
585,0,0.0,1.0,"J ai essaye les appels, les mails mais c est le chat qui a repondu a mes attentes."
588,1,0.0,0.0,"on ne reponds pas a ma demande qui est URGENT
"
589,1,0.0,0.0,la chat s est arrete avant d avoir eu une reponse
590,1,0.0,0.0,Not satisfied! A shame that you are not allowed to open an account if you dont speak french. 
591,0,0.0,1.0,Cela permet d avoir des reponses direct et avec des personne physique. Sa nous facilite 
592,1,0.0,0.0,je n ai eu aucune rreponse!!!!!
593,0,1.0,0.0,"le probleme est en cours de traitement et transmis au service succession, donc a voir lors du resultat.
Neanmoins, la conseillere a ete tres cordiale, rapide et efficace."
595,0,1.0,0.0,"Reponse au tchat un peu longue, mais le conseiller etait aimable et a tente de repondre a mes questions"
596,0,0.0,1.0,Exellent super conseiller ! 
598,0,0.0,1.0,Rapidite de reponse
600,1,0.0,0.0,"lisez la chat que j ai laisser pour comprendre. Votre  Chat Conseiller , de son cote a ferme la chat sans salutations..."
601,0,1.0,0.0,Informations claires
602,0,0.0,1.0,j ai obtenu les reponses a mes questions directements en moins de 10 minutes
603,1,0.0,0.0,Echange inutile
605,1,0.0,0.0,manque de reactivite et reponses pas claires
607,0,1.0,0.0,conseille tres aimable : prise en charge rapide
608,1,0.0,0.0,j ai pas eu de reponse et l attente est super longue
609,0,0.0,1.0,J ai eu rapidement la reponse a ma question
611,1,0.0,0.0,Je n ai pas obtenu de reponse
612,0,1.0,0.0,"Les reponses du conseiller sont floues, peu rassurantes et mal aimable"
613,0,1.0,0.0,personne agreable et serviable. 
614,0,0.0,1.0,"Bonsoir, j ai eu les reponses aux questions posees."
616,1,0.0,0.0,"Je n ai pas vraiment eu de reponse a ma demande, de plus c est la 4eme fois en une semaine que je contact un conseiller pour l ouverture de mon compte qui n est a ce jour toujours pas effective !"
617,0,1.0,0.0,merci
618,0,0.0,1.0,Merci beaucoup Johan 
619,1,0.0,0.0,je n ai pas eu de reponse a ma question
620,0,1.0,0.0,rapidite par rapport a la mesagerie securisee
621,0,1.0,0.0,"Dommage que le chat se deconnecte aussi rapidement... il arrive qu on fasse plusieurs choses a la fois et a cause de cette deconnexion, je n ai pas pu voir la reponse a ma question!Je vais donc etre oblige de faire une 3eme demande.. pas vraiment pratique"
622,0,1.0,0.0,"l echange s est termine sans que je l ai decide, avant que je puisse poser ma derniere question"
623,0,0.0,1.0,Conseille reactif et efficace
624,1,0.0,0.0,"10 jours pour un transfert de compte, ce n est pas admissible."
625,1,0.0,0.0,la conversation s est terminee toute seule avant qu on ait fini!
628,1,0.0,0.0,"C est quoi ce service, je demande conseil aupres du chat et on me raccroche au nez, n importe quoi!!! C est comme ca que vous souhaitez attirer des clients, merci mais non merci, bonne journee, et je passerai le mot ne vous inquietez pas..."
629,0,0.0,1.0,tres professionnel
631,1,0.0,0.0,La discussion s est terminee sans reponse et sans savoir pourquoi !!
632,0,0.0,1.0,Besoin bien compris et virement effectuer rapidement. J espere que ce n etait pas que des paroles. A suivre
633,0,1.0,0.0,je n ai pas eu la reponse a ma demande
634,1,0.0,0.0,pas u de repose au bout de 10 min....
635,0,0.0,1.0,Merci Gaetan ! 
636,0,0.0,1.0,"reponse aux questions que je me pose sans avoir a chercher
"
638,0,1.0,0.0,Pas ouvrir un compte et le conseiller adresse pour une solution pas faisable.
641,0,1.0,0.0,"Conseiller froid, bonjour aurait ete le moindre des politesses. "
642,1,0.0,0.0,Besoin de repeter 4x les memes questions pour avoir une reponse precise...
643,1,0.0,0.0,"les conseillers ne connaissent pas les elements pour la constitution de dossier, comment faire alors???"
644,1,0.0,0.0,Le manque de reponse
646,0,1.0,0.0,"Le temps de reponse est relativement lent, et les reponses apportees assez vagues. Je n ai pas eu le sentiment d un effort particulier pour traiter ma demande. "
647,0,1.0,0.0,La reponse a la question etait precise
648,0,0.0,1.0,"RAS, la conseillere a pu acceder a ma demande et la traiter. "
649,1,0.0,0.0,Je n ai pas eu de reponse
650,0,0.0,1.0,Temps d attente long
652,0,0.0,1.0,tres rapide
653,0,0.0,1.0,precision
654,1,0.0,0.0,J ai pas eu de reponse a ma question et la chat s est terminee
655,1,0.0,0.0,J a attendu 7 minutes sans reponse !!
657,0,0.0,1.0,"Reponse rapide, claire et precise"
658,1,0.0,0.0,GRos probleme pour une ouverture de compte. Suivi client plus que neglige
659,1,0.0,0.0,Le conseiller ne reponds pas pourri votre service 
660,0,0.0,1.0,Merci Perrine et Sebastien ! 
661,0,0.0,1.0,Merci Sebastien et Perrine 
662,0,1.0,0.0,"Le conseiller a coupe la communication avant meme que je puisse lui repondre. C est plutot dommage pour etablir une communication, ne trouvez-vous pas ?"
663,0,1.0,0.0,le conseiller a couper alors que je lui poser une autre question.
665,0,0.0,1.0,"Rapide, efficace"
666,0,1.0,0.0,discours direct et clair
667,1,0.0,0.0,pas eu de reponse adaptee a ma demande
668,0,0.0,1.0,"J ai ete satisfait par les reponses precises apportees par le conseiller. Toutefois, je regrette la lenteur dans la communication !"
669,1,0.0,0.0,Je suis cliente Hello bank et j ai besoin d etre contactee rapidement concernant un credit immo. Vous m encouragez a voir ailleurs ce qui se passe
670,1,0.0,0.0,"Ma derniere question est restee sans reponse, et la conversation chat s est arretee."
671,0,0.0,1.0,M a donne une reponse satisfaisante et tres agreable
672,0,0.0,1.0,Clair et efficace
673,0,0.0,1.0,Reponse precises et claires du conseiller par CHAT. Impossibilite de gerer ses plafonds comme un adulte responsable.
674,1,0.0,0.0,"Plus de reponse, conversation terminee sans reponse..."
675,1,0.0,0.0,"On me demande de me connecter a mon compte et de recontacter par la suite sauf que je ne trouve pas le chat sur ma page !!
"
678,0,1.0,0.0,Je n ai pas eu le temps de voir la derniere reponse
679,1,0.0,0.0,toujours en attente d une reponse.pas du tout satisfait
680,0,1.0,0.0,Reponse rapide et claire
681,0,0.0,1.0,super banque
682,0,1.0,0.0,Il m a ete permis de pouvoir resoudre ma demande
684,0,1.0,0.0,Deconnexion trop rapide de votre conseiller avant la fin de la conversation! 
687,1,0.0,0.0,Je n ai pas la solution a mon probleme.
688,0,0.0,1.0,Merci beaucoup Kamel !! 
689,0,1.0,0.0,Merci
690,1,0.0,0.0,Vous demandez un premier versement trop important pour l ouverture d un courant pour un etudiant.
691,1,0.0,0.0,Je n ai eu aucune reponse
692,0,0.0,1.0,"Echange rapide et reactif, pas de perte de temps et le conseiller a tres bien compris et a vite resolu mon probleme"
693,1,0.0,0.0,Courrier RAR envoye il y a 10 jours et pas retrouve par vos services...Merci de lancer les recherches concernant celui qui vous a ete adresse par Mme Renee Beaucourt le 26 Septembre 2016.
694,0,0.0,1.0,Qualite de comprehension et de reponse
696,1,0.0,0.0,"dommage un peu decu d hello baank malgre mes frequentes reclamations non resolues a ce jour...
peut etre vais je devoir vous quitter?
a moins que......
merci

cdt

Dr Delnomdedieu"
697,1,0.0,0.0,Personne ne m a repondu sur le chat
698,0,1.0,0.0,"Bof, le conseiller m a demande d envoyer un mail a une adresse hello bank. Je ne comprends pas bien l interet du chat du coup... Il ne m a donne que peu de details."
700,1,0.0,0.0,pas de reponse et fermeture automatique du chat
701,0,0.0,1.0,tres bien merci
702,1,0.0,0.0,"Service client scandaleux et irrespectueux! Pas de reponse depuis plus de 6 mois! (je parle de Hello Bank, pas du conseiller en particulier)"
703,1,0.0,0.0,Je posais des questions au conseiller quand j ai un un ecran  la conversation est terminee  alors meme que je venais de poser une autre question.
705,1,0.0,0.0,Pas de reponses precises a mes questions
706,0,0.0,1.0,merci et en esperant que mon pb sera resolu absolument ce jour...mme delnomdedieu...3727778273
707,0,0.0,1.0,Une solution a ete trouvee a mon probleme 
708,0,1.0,0.0,"pas de reponse a mes questions, mon dossier est  en cours de traitement et de validation , mais je n en sais toujours pas plus malgre mes nombreuses relances.
Et mes 300? sont pourtant bien arrives sur mon compte hello bank ......"
709,0,1.0,0.0,"En fait je n ai pas vu les reponses que le conseiller a pu faire aux questions que je lui ai posees car j ai realise entre temps une simulation de pret.
Lorsque je suis revenu le chat etait termine.
dommage car je n ai pas mes reponses"
711,0,1.0,0.0,Un peu decu de ne pas pouvoir ouvrir de 2eme compte courant dedie a une activite individuelle non soumis a l obligation legal de Compte Professionel. 
712,1,0.0,0.0,reponse qui n avait rien avoir avec la question initiale
713,1,0.0,0.0,Je n ai pas eu le temps de poser toute mes questions. Je n ai en fait la reponse a aucune de mes questions!!!!!!
714,0,0.0,1.0,super sympa
715,0,0.0,1.0,Tres bien !
716,1,0.0,0.0,"On attend toujours l ouverture du compte, pas de nouvelle, pas de delai..."
717,0,0.0,1.0,Prise en charge rapide et reponse a mes questions
718,0,0.0,1.0,JE VAIS TRANSFERER MES COMPTES CHEZ VOUS 
719,0,0.0,1.0,"c est tres pratique de pouvoir le faire le soir, depuis chez soi."
721,1,0.0,0.0,Il n y a pas eu d echanges... Je n ai eu aucune reponse a ma question. La personne n a jamais repondu en 10mn !!!
722,0,0.0,1.0,"La reponse est positive , sera t-elle conforme au resultat ?"
723,1,0.0,0.0,Aucune aide
724,1,0.0,0.0,"Cela fait 2 fois que le chat et coupe, au moment ou j attendais une reponse du conseiller. Je suis tres decu.................."
725,0,1.0,0.0,"Nul, ce chat! C est toujours coupe en cours de questions et reponses. Repondez-moi sur ma messagerie."
726,0,0.0,1.0,bon retour merci
727,0,0.0,1.0,Reponse claire et rapide
728,1,0.0,0.0,pas de reponse et conversation cloturee !
729,1,0.0,0.0,Le conseiller a quitte la conversation avant meme d avoir fini
730,0,0.0,1.0,Reponses claires et precises
731,1,0.0,0.0,plus de 5 min d attente et aucune reponse du conseiller par tchat
732,0,1.0,0.0,Pas de reponse immediate (rappel sous 15 jours)
733,1,0.0,0.0,pas eu de reponse a ma question
734,0,1.0,0.0,Sebastien a su repondre a mon attente
735,1,0.0,0.0,pas de reponse !
737,1,0.0,0.0,le tchat a ete interrompu...sans doute un pb technique ?
739,1,0.0,0.0,pas de reponse recue
740,0,0.0,1.0,Reponse extremement rapide et tres pertinente ! 
741,0,0.0,1.0,merci pour votre reactivite
742,1,0.0,0.0,"Informations non precise sur l epargne.
Conseille pas tres a l ecoute de la demande et surtout CLOTURE de la conversation sans prevenir alors qu il n avit pas repondu a mes attentes."
743,0,1.0,0.0,Le chat s est ferme sans que je ne puisse avoir de reponse.
745,1,0.0,0.0,"Je n ai pas eu de reponse

Dommage"
746,0,1.0,0.0,"Je souhaitais obtenir un taux d emprunt comme sur les autres banques en ligne, mais il faut que j attende 8 jours qu un conseiller me rappelle."
748,0,1.0,0.0,"Nouveau client, je trouve que l impossibilite en l etat de creer ses propres categories de depenses ou recettes d une part et l absence de lien pour acceder directement au chat a partir de son espace personnel, d autre part, sont perfectibles. "
749,0,0.0,1.0,J ai eu des reponses a mes questions.
750,0,0.0,1.0,Conseiller comprehensif et reactif
751,0,0.0,1.0,Premiere demande et c est plutot tres positif
752,0,0.0,1.0,Clair et rapide.
753,1,0.0,0.0,"j  ai pas vu la reponse finale car me suis absent e, pas de reponse ni communication par mail possible 
1 semaine que mon argent a ...disparu !"
754,0,1.0,0.0,Le chat est ferme mais la conversation n est pas encore finie. Je ne sais pas si c est le conseiller qui a ferme ou si c est un bug.
755,0,1.0,0.0,"Le conseiller s est exprime sur des questions de residence fiscale qu il ne maitrisait pas vraiment, de plus, il avait l air irrite que je lui reponde."
756,1,0.0,0.0,Je n ai recu aucune reponse
757,0,0.0,1.0,merci
758,0,1.0,0.0,Le conseiller m a explique qu entre le moment de la demande et la reception de la carte (si tous les justificatifs sont Ok) il y a un delai de 15jours. J attendrais donc 15 jours.
759,0,0.0,1.0,ras
760,1,0.0,0.0,ourverture compte
761,0,1.0,0.0,Merci
762,0,0.0,1.0,"la signature ne marche que sur internet explorer
"
763,1,0.0,0.0,J ai eu personne!!
764,0,1.0,0.0,"aucun reel suivi sur l ouverture de compte, je suis decu"
765,1,0.0,0.0,"j ai pas eu de reponse!
"
766,0,1.0,0.0,Pas tout a fait complet comme reponse mais c est pas mal..
767,0,1.0,0.0,J ai du poser une question embarrassante: le chat s est arrete d un coup !!!!!!!!
768,0,0.0,1.0,"Bonjour,
Cet echange a permis de faire avancer le transfert de mon compte BNP vers HELLO BANK
Merci"
769,1,0.0,0.0,"le service se coupe sans pouvoir evoquer le probleme, quant au service telephonique il est cahotique"
770,0,1.0,0.0,"PAs de vraie solution propose par le conseille en fonction de ma situation, premier contact decevant."
771,0,0.0,1.0,"rapidite, pas besoin de rdv"
772,1,0.0,0.0,1semaine pour obtenir un relve bancaire je compte changer de banque merci !!!
773,0,0.0,1.0,"La reponse a la question a ete reactive, et claire. Je n etais par consequent pas bloque afin de determiner la suite que je devais donner a ma demarche"
774,0,0.0,1.0,il a repondu a mes attentes : rapidite et precision
775,1,0.0,0.0,Mon dossier n a toujours pas ete traite alors que ca fait 2 semaines que j ai fait la demande !
776,0,1.0,0.0,J?espere que la modification confirme par la conseillere va etre prise en compte
778,1,0.0,0.0,Aucune reponse a ma question 
779,1,0.0,0.0,Est-ce qu on peut me confirmer que le virement de 300? pour l ouverture d un compte courant est bien annule puisque ma demande a ete refusee !!! 
781,0,0.0,1.0,Demande traitee rapidement
782,0,0.0,1.0,Tres reactif dans le traitement de ma demande ! 
783,1,0.0,0.0,"La conversation a ete cloturee avant meme que je puisse noter le numero de telephone qui m a ete donne. Je voulais egalement demander les horaires auxquels joindre ce service, je n en ai pas eu le temps. "
